county,perc_insured,avg_household_size,unemployment_rate,median_age,male,white_race,black_race,native_race,asian_race,hispanic_latino,poor_english,ed_hs_plus,ed_college_plus,median_income,below_poverty,lat,lon,prov_density
18041,85.4,2.46,9.2,42.4,49.3,96.2,2.4,0,0.2,1,0.4,81.3,38.2,23169,19.3,39.639655,-85.185031,0.042358523
18043,91,2.58,6.4,40,48.4,90.2,5.2,0.4,1.1,3,1.4,89.3,57.5,28343,12.1,38.317936,-85.911474,0.367020579
18045,90.6,2.38,8,42.5,50.2,97.7,0.4,0.3,0.2,2.4,1.2,87.9,43.7,25002,12.7,40.121237,-87.234872,0.059733588
18047,91.6,2.6,6,42.1,50.1,97.9,0.3,0.1,0.8,1.1,0.4,87.4,45.3,26829,11.4,39.409762,-85.066964,0.043692926
18049,87.8,2.53,6,41.5,49.4,94.3,0.9,0.3,0.5,4.9,2.6,84.9,43.9,24458,14,41.050384,-86.265006,0.097981579
18051,90,2.47,3.9,40.3,50,95.1,1.8,0.1,0.2,1.4,0.9,90.2,50.5,26548,11,38.317398,-87.580523,0.029687686
18053,88.3,2.4,8.1,39.8,47.9,88.6,7.1,0.3,0.7,4.1,0.8,86.5,45.5,21010,19.4,40.515758,-85.654946,0.32225461
18055,87.8,2.55,6.2,42.6,49.7,98,0.3,0,0.4,1.2,0.4,85.6,45.3,23767,14.9,39.047147,-87.004771,0.061287654
18057,94,2.71,3.5,36.3,48.9,87.7,3.6,0.1,5.5,3.7,2.8,95.9,80.2,42027,5.1,40.05365,-86.021726,0.471881785
18059,91.4,2.67,4.9,39.8,48.9,95.3,2,0.3,0.7,2.1,0.6,94.2,61,33031,7.4,39.82253,-85.773162,0.138975749
18061,91.4,2.69,6.7,42.5,50,97.3,0.1,0.6,0.8,1.7,0.6,88.6,46.7,26275,13.2,38.18644,-86.103681,0.076200152
18063,92.5,2.75,5,37.5,49.9,88.9,6.1,0.2,2.5,3.5,2.1,93.5,65,35507,5.1,39.768963,-86.509908,0.93057882
18065,87.8,2.54,8.4,42.5,52.1,95.1,2,0.4,0.3,1.6,0.5,87.8,44.4,24522,16.2,39.929591,-85.397363,0.122566543
18067,89.3,2.37,7.6,41.5,48.4,88.1,7.1,0.4,1.3,3.1,1.5,88.5,52,26814,16.8,40.483537,-86.114118,0.543951262
18069,89.5,2.43,5.2,40.1,49.2,96.7,0.9,0.3,0.8,2.1,0.7,90.1,46.7,24959,12,40.826394,-85.478597,0.08175278
18071,89,2.6,5.6,38.3,49.7,92.1,0.5,0.3,2.3,6.1,3.3,87.1,41.2,25993,14.8,38.911957,-86.042516,0.27499599
18073,91.3,2.69,6.4,39.1,49.5,95.6,0.9,0.2,0.4,5.9,1.7,87,45.7,26470,7.7,41.017688,-87.118814,0.059771077
18075,87.9,2.59,7.6,39.4,49.1,98,0.4,0.3,0.4,3,1.4,84.1,36.4,22712,15.9,40.434972,-85.00338,0.047178713
18077,89.2,2.37,7.4,40.5,47.5,94.7,1.9,0.2,0.8,2.5,1,86.8,47.2,24340,14.5,38.783604,-85.44009,0.277076535
18079,88.6,2.63,6.7,39.6,50.4,97.2,1.3,0.3,0.2,2.3,0.6,84.6,37.4,25348,15.3,38.996229,-85.628103,0.249794811
18081,90.7,2.7,5.5,37.4,49.1,92.5,2.1,0.2,2.5,3.3,1.3,91.5,58.8,31495,9.3,39.495986,-86.0946,0.210074068
18083,88.9,2.42,5.3,38.1,50.8,94.3,3,0.1,0.7,1.7,0.7,88.5,51.9,23686,14.1,38.688391,-87.420354,0.316155549
18085,87.6,2.56,5.3,37.8,49.6,93.8,0.9,0.3,1,7.7,3.5,84.8,47.8,27479,11,41.244293,-85.861575,0.25490371
18087,59.7,3.21,4.1,31.1,50.7,97.9,0.2,0,0.1,3.9,15.3,64.3,32.3,27300,12.5,41.642468,-85.426302,0.026045058
18089,88.2,2.63,9.6,38.2,48.4,61.8,24.7,0.3,1.4,18,4.9,87.6,52.3,26183,17.6,41.472247,-87.374337,0.506434578
18091,89.5,2.37,8.8,40,51.7,83.6,11,0.3,0.6,6.1,2,87.5,48.6,25100,17.3,41.549013,-86.744739,0.189201121
18093,87.9,2.44,5.6,42.4,49.5,96.7,0.4,0.2,0.5,1.5,0.9,88.4,45.9,24457,12.9,38.839815,-86.48782,0.065651261
18095,88.3,2.4,7.8,40,50,87.8,7.8,0.1,0.4,3.7,1.3,87.5,48.3,24553,16.8,40.166203,-85.722454,0.269516872
18097,86.1,2.5,9,34.1,48.2,62.4,27.3,0.3,2.7,9.8,6,85.6,57.5,25793,20.5,39.782976,-86.135794,0.804598441
18099,84.9,2.69,7.7,39.8,49.7,93.6,0.6,0.3,0.4,9.3,4.5,84.5,43.9,25689,11.6,41.325003,-86.269036,0.085409861
18101,88.9,2.39,5.4,42.7,50,97.3,0.4,0.7,0.4,0.2,0.7,84.3,41.5,26119,12.2,38.705322,-86.801847,0
18103,90,2.56,8.9,39.8,53.2,91.5,5,1,0.4,2.8,0.7,85,42.4,24198,16.1,40.772881,-86.044258,0.110824814
18105,90.2,2.37,6.6,28.6,49.7,86.7,3.1,0.4,6.3,3.3,4.3,92.2,69.5,19639,25,39.160729,-86.52331,0.802557016
18107,88.3,2.48,5.4,40.4,50.6,96.1,0.9,0.3,0.6,4.6,2,88.5,45,25720,12.7,40.040296,-86.892715,0.104964837
18109,90,2.68,6.4,41.2,49.5,97.3,0.4,0.1,0.7,1.4,0.5,88.5,46.4,26906,12.5,39.482646,-86.447457,0.071938306
18111,87.2,2.52,7.2,42.9,50.5,96.6,0.3,0.1,0.5,5.9,1.6,85.9,39.4,25924,13.3,40.962399,-87.402172,0
18113,88.2,2.6,7,38.4,50.1,96.7,0.4,0.1,0.7,10,4.5,84.7,43.6,25736,11.4,41.40468,-85.417271,0.021014143
18115,91.5,2.45,5.9,46.2,50,96.8,2.3,0,0,0.6,0,88.6,41.8,28403,6.7,38.940527,-84.964299,0
18117,89,2.5,5.5,40.9,49.5,96.6,1.3,0.1,0.5,1.3,0.3,83.4,38.3,22155,16.4,38.547381,-86.489257,0.204300526
18119,87.3,2.43,6.8,44.3,50.7,97.5,0.6,0.3,0.5,1.2,0.9,84.3,41.1,25064,14.8,39.317339,-86.838845,0.095066071
18121,85.2,2.52,7,41.6,47.5,96.1,1.9,0.3,0.1,1.4,1.9,85.4,43.1,23248,15,39.77425,-87.19695,0.117419128
18123,90.9,2.4,4.1,41.1,53.4,94.7,3.1,0.1,0.3,1.2,0.2,86.9,35.8,24855,14.7,38.081436,-86.62654,0
18125,91.6,2.48,3.9,43.4,50,97.4,0.8,0,1,0.4,0.4,86.3,40.4,26189,10.1,38.397898,-87.232532,0
18127,91.3,2.62,6.3,39.4,49.3,91.6,3.5,0.2,1.4,9.4,1.7,91.7,56.8,30919,10.8,41.509915,-87.071313,0.341284667
18129,94.5,2.52,4.6,42.7,50,97.1,1.3,0,0.5,1.1,0.6,94.3,55.5,30048,9.7,38.027614,-87.868653,0
18131,89.1,2.46,7,41.6,50.7,96.2,0.3,0.1,0.4,2.8,0.5,87.1,41.1,24832,13.4,41.045272,-86.692538,0
18133,89.7,2.47,6.5,37.8,52.6,93.9,3.6,0.1,0.9,2.6,0.9,88.5,46.9,24985,10.3,39.665548,-86.853373,0.132886834
18135,86.1,2.39,6.4,42,48.6,96.5,0.9,0,0.2,3.2,1.5,86.5,42.8,23859,17.3,40.164079,-85.00579,0.039365429
18137,91.9,2.56,6.6,40.8,49.4,96.8,0.4,0.6,1,1.7,0.8,86.7,43.5,26845,10.1,39.100226,-85.260494,0.069849474
18139,85.5,2.47,5.7,41.2,49,97,1.2,0,0.2,1.4,1,84.6,36.7,26654,18,39.622357,-85.466403,0.059266283
18141,88.8,2.53,7.5,36.4,48.5,79.1,12.9,0.4,2.1,8.1,3.3,87.8,56.9,23867,17.2,41.617699,-86.288159,0.556601518
18143,90.7,2.64,6.7,40.9,49.2,97.4,0.2,0.2,0.4,1.8,0.4,84.6,42,24998,14,38.679431,-85.751898,0.084267296
18145,87.7,2.52,7.7,41.5,49.3,94.3,1.3,0.2,0.7,3.9,1.5,87.7,44.7,27796,12.5,39.524135,-85.792174,0.112602468
18147,91.6,2.54,5.7,42.8,50.7,96.6,0.6,0.3,0.2,2.8,0.8,89.4,45.4,27575,9.9,38.009697,-87.010375,0.048130144
18149,90.5,2.64,9.5,41.9,49.2,96.6,0.4,0.1,0.3,3.5,1.3,82.8,41.4,21991,15.7,41.284478,-86.644636,0.086696432
18151,88.6,2.45,5.9,42.1,50.8,97.2,0.2,0,0.5,3.4,1.5,88.5,50.5,24668,10.4,41.643467,-85.002405,0.02917238
18153,86.2,2.45,5.6,41,53.9,93.4,4.5,0.2,0.3,1.7,0.3,86.4,43.7,21689,17.3,39.089225,-87.415843,0.095120327
18155,85.8,2.53,6.9,40.1,51.8,97.7,0.6,0,0.2,1.8,1.2,82.7,34.4,23651,21.5,38.825854,-85.029681,0
18157,89.2,2.46,6.2,27.9,51.1,84.1,4.7,0.1,7.6,8,6.2,90.8,64.2,21857,21.8,40.389133,-86.893554,0.523454582
18159,90.4,2.38,5.3,44.5,49.3,96.4,0.2,0,0,2.5,1.5,88.3,48.9,29352,8.7,40.310229,-86.056207,0.064737489
18161,88.3,2.46,5.4,43.1,50.4,96.2,0.2,0,0.6,0,0,88.2,43.5,23853,9.5,39.623111,-84.925152,0
18163,89.3,2.35,5.7,37.7,48.4,86,9,0.2,1.1,2.5,1.3,89.8,56,25232,17,38.02007,-87.586166,0.588908703
18165,89.6,2.35,6.2,43,49.1,98.1,0.4,0.3,0.1,1.1,0.8,89,43.7,23894,13.4,39.854045,-87.462071,0.063484002
18167,88.3,2.42,8.1,36.1,50.8,87.5,5.9,0.2,1.9,2.5,1.8,87.6,54.6,21228,20.3,39.429143,-87.390375,0.675306895
18169,90.1,2.37,5.9,42.1,49,95.6,0.8,0.6,0.1,2.4,0.9,87.9,45.9,24741,12.7,40.843747,-85.795192,0.093234298
18171,93.8,2.47,5,44.5,49.6,98,0.7,0.1,0,1.4,0.4,90.9,47.7,30067,7.9,40.352658,-87.375847,0.120351426
18173,92.6,2.6,4.5,40.6,49.4,94.4,1.5,0.2,2.2,1.7,1.2,92.8,59.9,30323,9.5,38.097728,-87.272049,0.113956404
18175,88.3,2.61,8.7,41,49.6,98.2,0,0.3,0.2,1.3,0.3,85.5,39.9,25414,14.9,38.600613,-86.104751,0.071963155
18177,85.1,2.43,7.3,40.9,48.3,89.8,5,0.2,0.9,2.8,2.2,84.8,45.6,21789,19.9,39.863091,-85.006735,0.489447221
18179,91.1,2.52,3.8,40.7,49.4,96.9,0.7,0.3,0.7,2.6,0.7,91.2,50.8,26360,12.6,40.735273,-85.212974,0.143698807
18181,90.2,2.48,5.4,42.3,49.7,93.4,0.5,0.2,0.3,7.6,3.4,89.6,46.4,26072,10,40.75095,-86.864293,0
18183,91.6,2.49,4.7,41.3,49.9,96.8,0.4,0.5,0.4,1.8,0.3,90.2,48.8,27666,8.8,41.136426,-85.501892,0.149907058
19001,93.7,2.22,2.8,46,49.3,98.1,0.3,0,0.5,1.6,0.4,93.4,50.2,28297,9.7,41.328528,-94.478164,0
19003,92.3,2.19,3.1,47.2,49.5,97.3,0.5,0.1,0.9,0.8,0.3,92.5,52.4,27278,9.8,41.021656,-94.696906,0
19005,91.6,2.26,4.7,45.1,50.8,96.4,0.8,0.2,0.4,5.7,3.9,88.1,47.7,26276,10.2,43.274964,-91.382751,0
19007,90.6,2.29,6.6,44.8,49.7,97.5,0.5,0,0.5,1.7,1.1,89.9,54.2,23197,16.1,40.744296,-92.873061,0.158704967
19009,93.6,2.12,2.8,48.3,49.1,97.3,0.4,0.7,0.2,0.6,0.3,89.7,47.3,25242,11.6,41.679178,-94.904312,0
19011,96.7,2.5,3.8,41.8,50,97.8,0.5,0,0.3,1.4,0.6,92.8,57.1,31011,9.2,42.092547,-92.05763,0
19013,93.4,2.42,6.3,34.8,49,85.1,8.9,0.3,2,4.1,3.1,90.8,58.1,26425,15.4,42.471541,-92.308033,0.286099337
19015,93.8,2.33,4.3,41.1,50.3,97,1.2,0.2,0.1,2.4,0.8,94.5,60.1,30027,10.3,42.038642,-93.938358,0.075726023
19017,96.6,2.47,3.2,38.9,49.3,96.3,1.1,0.2,0.9,1.4,1,95.3,60.8,30624,7.3,42.780895,-92.327356,0.040546568
19019,92.1,2.51,3.8,38.5,49.7,97.6,0.3,0.4,0.5,1.4,1,92.3,51.7,30474,9.2,42.470328,-91.838666,0.427939708
19021,88,2.59,4.5,35.4,50.7,79.8,2.9,0,8.4,24.7,17.3,78.2,47.7,25948,13.3,42.741522,-95.141432,0.048911714
19023,95,2.34,3.2,43.7,50,98.1,0.3,0.3,0.6,1.2,0.1,91.8,51.5,28407,8.8,42.734708,-92.780066,0
19025,94.9,2.15,2.7,45.4,51.7,96.2,1.7,0.3,0.3,1.8,0.2,92.2,55.8,24331,14.8,42.38617,-94.643683,0.101255569
19027,96.7,2.35,2.6,42,48.7,97.1,1.4,0.1,0.1,2.3,0.3,93,53.5,28643,9.4,42.039492,-94.867647,0.194599854
19029,94.7,2.16,3.3,44.6,49.4,97.6,0.3,0.4,0.5,2.4,0.5,90.3,47.5,26012,15.1,41.333824,-94.933302,0.595548277
19031,96.4,2.38,3.3,42.2,49.1,97.1,0.6,0.1,0.8,1.8,0.9,93.3,57.1,32421,6.4,41.77236,-91.132611,0
19033,93.3,2.19,4.1,44.3,48.8,94.9,1.6,0.3,1.1,4.4,1.4,93.2,61.8,26489,12.8,43.074975,-93.250965,0.415675588
19035,91.8,2.13,3.2,46.5,49.9,97.3,0.7,0.5,0.4,3.1,1.6,90.6,55.8,27440,11.8,42.742737,-95.633262,0.255275698
19037,94.2,2.28,3.2,44.2,50.3,98.2,0.7,0.2,0.3,2.2,1.5,90.3,46.2,27865,9,43.059741,-92.31721,0
19039,88.6,2.37,4.6,39.7,49.4,94.4,0.3,0,0.8,12.1,5,90.7,46.4,27032,16,41.029191,-93.784096,0
19041,94.3,2.22,3.3,41.7,49.1,95.7,0.4,0,0.2,3.2,1.5,93.2,58.6,27103,11.9,43.081224,-95.149875,0.485495813
19043,92.4,2.28,4,45.9,50,98,0.6,0.2,0.5,1.9,1.4,91,46.3,26047,10.5,42.840985,-91.323576,0.056385678
19045,94.9,2.37,4.6,42.2,49,93.8,2.7,0.3,0.7,3,0.7,91.5,55,26942,13.6,41.898073,-90.534243,0.187609439
19047,89.4,2.58,5.7,37.9,50.9,92.4,1.7,1.2,0.3,27.3,11.6,78.6,40.9,26833,21.7,42.043119,-95.38909,0
19049,95.8,2.58,2.2,35,49.3,91.4,1.2,0,3.8,6.1,4,95.5,76.1,40813,5.7,41.685321,-94.040707,0.217742142
19051,75.5,2.68,4.1,37.6,49.3,98.1,0.2,0,0.3,1.3,2.9,86.6,48.4,25556,18.7,40.748089,-92.410345,0
19053,87.2,2.35,5.8,36.8,50,95.2,2,0.5,0.5,2.7,2.4,87,49.8,19344,20.8,40.736379,-93.78458,0.12180268
19055,96.1,2.5,3.4,43.2,49.9,98.3,0.2,0,0.4,1.2,0.7,90.7,47.2,30759,9.6,42.472937,-91.366767,0
19057,93.2,2.37,5.7,42.2,49.2,90.9,5.6,0.2,0.4,2.9,0.6,92.2,57.2,25369,16.7,40.915339,-91.186925,0.349005335
19059,95.2,2.1,3.4,48.8,50.1,97.5,0.4,0.2,0.3,1.7,0.4,95.7,66.4,30556,6.9,43.389611,-95.196057,0.058664789
19061,95.2,2.42,4,38.5,49.4,93.4,2.7,0,1.3,2.2,1.3,92.4,57.7,27981,12.5,42.463481,-90.878771,0.477381459
19063,91.5,2.19,5.3,42.5,49.2,96.2,1.4,0.5,0.3,9.1,4.1,89.6,55.5,25012,13.6,43.377984,-94.66937,0
19065,92.4,2.35,4.3,43.1,50.4,95.6,1.3,0.5,0.8,2.2,0.9,89.8,51.3,24394,13.1,42.864122,-91.840376,0.049041244
19067,92.9,2.28,3.5,44.5,49.2,94.7,1.7,0.4,1.6,2.4,2.6,89,53.7,25318,14.1,43.052741,-92.787367,0.062484379
19069,94.1,2.42,5.4,42.5,50.7,92.3,1.3,0.1,0.2,11.9,1.9,88.7,50.4,26514,14.7,42.736549,-93.271425,0
19071,92.8,2.32,3.9,46.3,50,96.4,0.6,0.7,0,2.5,0.8,92.1,56.5,28863,10.5,40.74259,-95.599182,0
19073,94.6,2.29,5.8,45,48.9,97.8,0.2,0.2,0.5,2.6,0.9,92.8,55.4,25570,10.6,42.042494,-94.388703,0
19075,96.4,2.37,3.8,42.5,49.1,98.4,0.3,0,0.6,1.2,0.3,95.3,61,33576,6,42.403323,-92.790261,0
19077,93.5,2.34,3.3,45.9,50.1,97.4,0.2,0.3,0.1,2.4,1.2,92,52.9,28964,10.6,41.683573,-94.501272,0.09353662
19079,93.4,2.35,3,43,49.5,93.3,0.6,0,2.5,5.6,2.3,92.3,60.8,29890,10.8,42.390768,-93.709198,0
19081,95.1,2.3,1.8,44.2,50.5,96.9,0.8,0.2,0.4,3.7,1.2,92.7,56,29016,9.5,43.075411,-93.743697,0.090859531
19083,95,2.32,3.4,44.4,49.9,95.9,1.2,0.2,0.7,4,1,91.7,57.9,27053,8.1,42.390208,-93.241669,0.115446779
19085,92.2,2.32,2.8,44,49.5,97.5,0,0.5,0.3,1.6,0.3,91,52.8,30043,10.5,41.688584,-95.827149,0
19087,94.5,2.42,4.9,40.7,50.9,91.9,2.1,0.3,2.6,4.5,2.8,92,54.6,26902,13.6,40.984802,-91.547259,0.200591746
19089,92.4,2.41,3.7,42.1,49.7,98.3,0.3,0,0.3,1.5,1.4,88.9,45.4,27930,11.6,43.365312,-92.321908,0
19091,96,2.24,3.9,43.3,48.6,98,0.2,0.2,0.3,3.7,1.3,93.1,56.2,27357,13.6,42.782221,-94.202775,0
19093,94.3,2.25,3.6,44.7,50,97.8,0.1,0.8,0.3,2.1,0.3,93.4,53.1,27271,11,42.39186,-95.507421,0
19095,94.2,2.36,1.8,41.8,49.6,97.8,0.6,0,0.2,2.4,1.1,92,51.2,30388,9.8,41.683918,-92.059123,0.061251991
19097,93.2,2.29,4.8,44.6,49.7,97,0.4,0.1,0.4,1.4,0.5,91.2,48,27740,13.8,42.164281,-90.574596,0.051205899
19099,93.8,2.38,4.9,42.6,51.2,95.8,1.5,0.2,0.5,1.9,0.6,92.6,51.8,28348,9.3,41.685551,-93.054147,0.081710473
19101,92.4,2.34,6.6,41.1,53.2,84,5.7,0,4.7,2.9,6.2,95,65.9,22170,15.6,41.006384,-91.96744,0.226474918
19103,93.3,2.36,3.2,29.9,49.6,83.3,6.1,0.1,6.2,5.3,5.6,94.7,78.2,28057,17.9,41.668877,-91.588924,2.598481754
19105,95,2.32,4.5,43.8,51.7,95.6,2.1,0.6,0.5,1.7,0.8,92.1,52.6,28842,10.6,42.125118,-91.116914,0
19107,94.6,2.29,5.5,44.1,50.5,98,0,0.1,0.5,1.4,0.3,91.3,48.4,25247,12.8,41.331182,-92.167721,0
19109,95.5,2.24,1.8,45.9,50,97.3,0.5,0.2,0.6,2,0.6,94.4,56.5,28006,9.7,43.212478,-94.213983,0.065677131
19111,93.2,2.4,7.9,43.4,50.6,93.6,2.6,0.1,0.4,3.4,0.4,91.8,50.6,24196,16.4,40.647588,-91.477157,0.113726828
19113,94.9,2.42,4.2,37.2,49.4,89.5,4.7,0.2,2.1,3,1.7,94.6,67.4,31955,9.4,42.077951,-91.597674,0.284304554
19115,94.3,2.55,4.3,40.7,51.1,92.6,1.3,0.3,3.4,15.9,8.4,82.7,45.4,28432,12.6,41.218211,-91.256994,0
19117,93,2.33,5.1,45.5,50.2,97.7,0.1,0.3,0,0.4,1.8,91.9,46.8,25055,10.6,41.033344,-93.331467,0
19119,92.4,2.58,1.9,38.2,51.2,97.1,0.1,0.6,0.2,2.4,0.8,90.7,53.4,30777,5.8,43.38358,-96.207201,0
19121,94.4,2.47,4.8,40.9,50,97.5,0.5,0,1.1,1.6,1,94.4,57,31947,6.8,41.330622,-94.015184,0
19123,94.7,2.41,6.3,39.9,50.7,95.7,1.5,0.1,1.1,1.9,1,91.1,53.9,25923,13.9,41.330797,-92.636366,0.313563877
19125,96.7,2.42,3.9,39.2,49.6,95.9,0.6,0.3,1.1,1.8,1,92.8,57,28440,9.9,41.331455,-93.093849,0.331355243
19127,92.3,2.6,5.9,38.7,50.7,83.5,1.3,0.2,3.1,19.8,11.3,84.7,52,26953,10.7,42.041691,-92.981452,0.319135878
19129,94.3,2.61,3.9,42.8,50.8,97.4,0.7,0.8,0.1,2.7,0.7,93.2,57.9,30735,8.2,41.033703,-95.619101,0
19131,90.6,2.43,3.6,43.7,49.7,97.9,0.1,0.2,0.4,1.3,1.9,91.3,47.4,26817,9.2,43.348564,-92.784466,0
19133,93.1,2.16,4.1,47,49.4,97,0.6,1.2,0.1,1.7,0.5,90.6,50.8,23276,14.5,42.049432,-95.956566,0.110950849
19135,91.7,2.34,5.9,43.2,50.6,97.3,0.1,0,0.2,2.5,1.6,88.2,42.4,28764,13.2,41.028847,-92.869642,0.125565043
19137,91.9,2.21,8.4,45.2,47.8,95.5,0,0.2,0,3.4,1.6,89,52.9,24460,15.1,41.021735,-95.15779,0.096339114
19139,93.4,2.59,4.5,38,49.7,91.4,1.7,0.2,1.1,17.1,5.6,86.7,52.8,29157,11.4,41.483776,-91.118699,0.069850288
19141,94.5,2.25,2.7,43.4,50.1,94.5,0.5,0.3,0.9,4.3,1.8,92.1,55.7,29097,9.3,43.083746,-95.625624,0.071149057
19143,92.1,2.31,2.7,44.3,50.5,95.4,0.4,0.2,0.4,6.9,3.7,87.6,48,25506,10.4,43.378542,-95.633788,0
19145,91.7,2.29,4.3,44,51.7,94.3,2.4,0.4,1.2,3,1.8,88.4,54.5,24669,14.9,40.73909,-95.14429,0.128600823
19147,95.1,2.27,2,42.6,49.9,96.5,1.8,0.1,0.5,2.2,1.5,93.6,63.4,26761,9.1,43.075337,-94.669055,0.109229929
19149,94.4,2.46,3.6,41.5,49.3,95.4,0.5,0.2,0.6,4,2.2,92.1,57.5,31804,8.6,42.737585,-96.215864,0.120134551
19151,93.4,2.14,4.8,47.3,49.6,96,1.5,0.1,0.2,3.5,1.2,93.1,53.9,27557,12.8,42.734033,-94.678279,0
19153,93.7,2.52,5.2,35,49.2,85,6.4,0.3,4.1,8,5.7,91.8,66.8,32317,12.4,41.684816,-93.568971,0.446468435
19155,91.8,2.48,4.9,39.3,49.4,94.3,1.5,0.3,0.7,7.2,2.8,89.9,55.2,29149,11.8,41.340184,-95.544905,0.128758128
19157,92.9,2.29,4.3,41,47.8,94.7,1.8,0.1,2,3,1.4,93.4,54.1,24944,10,41.684526,-92.522882,0.268499624
19159,90.1,2.4,5.3,46,48.7,97.2,0.2,0.4,0.4,2.1,1.2,90.8,53.5,24592,11,40.735334,-94.244251,0
19161,93.6,2.25,3.9,45.9,49.1,97.7,0.6,0,0,2.6,1,91.7,53.1,27529,10.2,42.387526,-95.105224,0
19163,93.6,2.49,4.9,37.7,49.2,85.9,7.7,0.3,2.4,6.3,2.2,93,63.6,30607,12.2,41.642079,-90.622289,0.303887421
19165,92.9,2.32,3.3,47,49,96.1,0.4,0.1,0.3,2.9,1.8,91.3,53.5,26652,10,41.679014,-95.308917,0.251172137
19167,93.6,2.7,1.8,33.3,50.4,92.9,0.4,0.2,0.7,9.8,4.5,89.9,59,26959,7.6,43.082646,-96.17801,0.057768406
19169,95.7,2.34,5.2,25.8,52,87.6,2.3,0.2,6.9,3.2,4.4,96.3,77.8,20601,22.3,42.037538,-93.466093,0.432334395
19171,92.4,2.53,5.7,43.2,49.4,88.6,0.5,7.4,0.3,8.2,3.8,90.6,49.9,27806,13,42.074848,-92.529411,0.057395397
19173,88.9,2.25,3.3,43.4,50.4,96,0.2,0.3,0.7,7.4,3.8,90.9,49.1,26360,13.2,40.737949,-94.697108,0
19175,91.8,2.27,4.1,40.3,48.2,97.4,1,0.3,0.6,2.7,1.5,91.9,53,26244,12.9,41.02855,-94.245091,0.079751176
19177,84.8,2.49,3.7,44.8,51.2,98,0.6,0.1,0,1.3,2.2,88.3,46.1,26170,14.5,40.754117,-91.952943,0
19179,92.3,2.38,7,39.5,49.2,90.8,2.4,0.2,0.9,10.2,5.8,86.3,49.7,24424,17.5,41.031263,-92.409482,0.227001873
19181,96,2.54,5.2,38.2,48.9,96.8,0.4,0.2,0.5,2.4,0.5,95.6,63.5,34023,7.3,41.332446,-93.568751,0
19183,91.4,2.49,4.2,41.2,49.6,96.5,0.9,0.2,0.5,5.6,3.5,90.9,53.4,29743,9,41.329401,-91.725052,0.090436355
19185,87.2,2.44,3,43.9,48.6,97.8,0.6,0.3,0.1,1.2,4,89.2,43.5,24445,14.7,40.739983,-93.332613,0
19187,93,2.27,6.6,39.5,51.5,91.5,4.5,0.4,1.2,4.4,1.5,90.6,58.1,23465,15.7,42.433579,-94.175831,0.296896086
19189,95.7,2.2,6.6,42.8,48.7,95.3,0.7,0.8,1.1,3.9,1.5,91,58.1,26298,10.2,43.378124,-93.743488,0
19191,96.1,2.24,2.5,40.6,50,96.8,0.9,0.2,1.2,2.1,0.8,94.5,60.8,26472,8,43.292989,-91.850788,0.432921256
19193,90.9,2.58,5,35.3,49.4,86.2,3.1,1.5,2.8,15.3,6.9,85.7,51.7,25575,14.2,42.39322,-96.053296,0.312420674
19195,94.1,2.37,6.3,44.6,49.6,97.2,0.9,0.1,0.2,2.7,0.7,92.3,57,26015,10.5,43.373491,-93.248533,0
19197,92.2,2.29,6.2,44.4,49.9,93.3,0.5,0.2,0.6,10.5,4.5,90,54.3,26619,12.8,42.733007,-93.734735,0
20001,89.7,2.37,5.3,41.7,49.6,93.6,1.9,0.3,0.2,3.3,0.2,90.4,57.8,22483,15.4,37.884228,-95.300945,0.540498803
20003,87.7,2.41,3.7,42,49.6,95.5,0.1,2.2,0,0.5,0.8,90.8,53.8,23640,15.1,38.215114,-95.292046,0.127258844
20005,90.1,2.5,6.7,36.6,48.6,90.7,3.9,0.5,0.2,2.8,0.5,92.6,51.1,21037,19.2,39.532544,-95.313397,0.48317932
20007,89.4,2.44,3.2,44.3,51.2,95.7,0.7,0.4,0.6,3.1,1.3,92.4,55.9,25032,14.2,37.222906,-98.685052,0
20009,86.3,2.37,5.5,40.1,49.8,92.3,1.3,0.3,0.2,14.2,4.1,86.8,54.6,25371,15.5,38.481239,-98.767837,0.587932682
20011,91,2.55,2.5,38.1,49.3,92.9,3.5,0.9,0.8,2.4,0.5,90.4,60.8,21901,17.4,37.8561,-94.850928,0.203376042
20013,89.4,2.41,3.9,42.9,48.2,85.7,1.5,8.3,0.7,3.9,0.4,93,53.6,23970,14.5,39.825931,-95.569905,0.917431193
20015,90.8,2.62,5.3,38,50.2,93.7,2.2,0.9,0.8,4.4,1,92.8,66.2,29791,9.7,37.773649,-96.83884,0.392369914
20017,93.6,2.39,4.1,46.2,50.4,95.7,1.2,1.6,0,4,1.3,90.4,60.8,26882,12.5,38.299475,-96.594029,0
20019,87.5,2.31,6.2,49,50.6,87.7,0.3,6.8,0,1.7,0.4,88,49.6,22128,14.8,37.154259,-96.245396,0
20021,85.7,2.61,6.5,41.7,49.1,90.4,0.6,3.2,0.3,2.3,0.3,87.2,53,23369,16.2,37.169392,-94.845698,0.771567729
20023,92.2,2.11,1.7,48.5,50.1,93.4,0,0,1.5,6.3,1.8,94.6,62.8,26943,8.9,39.789917,-101.727325,0
20025,89.1,2.29,1.9,44.5,50.6,91.6,0.9,1.8,0.8,11.9,3.2,90.5,64.2,29417,13.6,37.233831,-99.813869,0
20027,93.5,2.44,3.1,42,49,96.4,0.7,0.6,0.6,2.4,0.5,93.8,62.8,25992,9.7,39.344964,-97.168853,0
